# time[BJD] normflux normfluxerr
2458223.567818 1.010977 0.005419
2458223.568481 1.007079 0.005400
2458223.569142 1.023141 0.005497
2458223.569805 1.023217 0.005494
2458223.570462 1.020706 0.005471
2458223.571124 1.044076 0.005607
2458223.571780 1.015006 0.005471
2458223.572443 1.017246 0.005486
2458223.573104 1.024600 0.005533
2458223.573767 1.025059 0.005534
2458223.574429 1.019329 0.005501
2458223.575092 1.014386 0.005469
2458223.575756 1.019677 0.005488
2458223.576418 1.020635 0.005471
2458223.577081 1.024207 0.005479
2458223.577853 1.024147 0.005504
2458223.578515 1.028511 0.005535
2458223.579168 1.024841 0.005528
2458223.579830 1.018579 0.005514
2458223.580481 1.020345 0.005532
2458223.581146 1.026170 0.005571
2458223.581809 1.022830 0.005548
2458223.582471 1.024811 0.005573
2458223.583130 1.020171 0.005550
2458223.583792 1.030611 0.005621
2458223.584439 1.030349 0.005629
2458223.585091 1.029176 0.005636
2458223.585753 1.026594 0.005635
2458223.586415 1.024821 0.005636
2458223.587079 1.025770 0.005646
2458223.587742 1.029454 0.005685
2458223.588406 1.028893 0.005699
2458223.589069 1.029035 0.005703
2458223.589732 1.035145 0.005733
2458223.590397 1.031660 0.005720
2458223.591060 1.030214 0.005725
2458223.591724 1.035453 0.005753
2458223.592386 1.032621 0.005734
2458223.593048 1.026909 0.005721
2458223.593700 1.027408 0.005750
2458223.594362 1.028238 0.005778
2458223.595024 1.027701 0.005769
2458223.595685 1.015658 0.005685
2458223.596348 1.023290 0.005737
2458223.597009 1.023091 0.005748
2458223.597665 1.021879 0.005740
2458223.598326 1.027653 0.005771
2458223.598990 1.026741 0.005762
2458223.599654 1.022220 0.005730
2458223.600404 1.016318 0.005698
2458223.601067 1.021771 0.005713
2458223.601732 1.025359 0.005715
2458223.602393 1.034376 0.005769
2458223.603055 1.027195 0.005743
2458223.603717 1.029141 0.005765
2458223.604377 1.027524 0.005761
2458223.605039 1.028532 0.005779
2458223.605706 1.032235 0.005800
2458223.606371 1.036030 0.005817
2458223.607034 1.022591 0.005759
2458223.607696 1.023185 0.005773
2458223.608357 1.022551 0.005779
2458223.609016 1.028104 0.005836
2458223.609678 1.019541 0.005810
2458223.610340 1.022382 0.005815
2458223.611003 1.020486 0.005814
2458223.611663 1.027905 0.005859
2458223.612324 1.028237 0.005858
2458223.612988 1.029184 0.005862
2458223.613650 1.025887 0.005846
2458223.614312 1.027500 0.005865
2458223.614974 1.024003 0.005839
2458223.615634 1.020827 0.005798
2458223.616296 1.028031 0.005820
2458223.616958 1.020868 0.005761
2458223.617622 1.018629 0.005729
2458223.618286 1.023331 0.005734
2458223.618952 1.026010 0.005744
2458223.619617 1.021531 0.005712
2458223.620280 1.017565 0.005689
2458223.620937 1.020192 0.005720
2458223.621600 1.025364 0.005743
2458223.622262 1.028220 0.005755
2458223.622912 1.021848 0.005716
2458223.623575 1.024514 0.005757
2458223.624239 1.024948 0.005769
2458223.624901 1.022608 0.005749
2458223.625566 1.021922 0.005737
2458223.626229 1.023174 0.005755
2458223.626890 1.018486 0.005742
2458223.627552 1.018574 0.005752
2458223.628215 1.025616 0.005781
2458223.628876 1.021835 0.005750
2458223.629540 1.026898 0.005774
2458223.630202 1.027631 0.005795
2458223.630867 1.027410 0.005781
2458223.631529 1.013831 0.005691
2458223.632193 1.014164 0.005702
2458223.632856 1.021607 0.005764
2458223.633517 1.011412 0.005698
2458223.634179 1.014329 0.005714
2458223.634844 1.004971 0.005653
2458223.635507 1.010360 0.005682
2458223.636170 1.013508 0.005701
2458223.636836 1.011301 0.005687
2458223.637498 1.004098 0.005643
2458223.638160 1.014746 0.005702
2458223.638822 1.014523 0.005708
2458223.639482 1.007628 0.005692
2458223.640143 0.996921 0.005609
2458223.640807 1.016955 0.005693
2458223.641469 1.011632 0.005678
2458223.642222 1.011553 0.005667
2458223.642888 1.010268 0.005645
2458223.643550 1.011382 0.005651
2458223.644210 1.009121 0.005633
2458223.644871 1.007783 0.005625
2458223.645532 1.013852 0.005651
2458223.646194 1.009324 0.005597
2458223.646857 1.010317 0.005606
2458223.647518 1.011407 0.005623
2458223.648181 0.997878 0.005561
2458223.648842 1.005642 0.005603
2458223.649503 1.002114 0.005568
2458223.650167 0.999235 0.005529
2458223.650832 1.006264 0.005577
2458223.651582 1.005706 0.005585
2458223.652246 1.011348 0.005614
2458223.652911 1.008378 0.005619
2458223.653575 1.001432 0.005567
2458223.654235 1.002941 0.005560
2458223.654899 1.003438 0.005562
2458223.655561 1.002484 0.005600
2458223.656222 1.004558 0.005573
2458223.656884 1.002590 0.005588
2458223.657546 1.008283 0.005622
2458223.658207 1.004544 0.005604
2458223.658872 1.005671 0.005627
2458223.659534 1.002114 0.005614
2458223.660184 0.998952 0.005593
2458223.660848 0.995889 0.005577
2458223.661508 0.999667 0.005577
2458223.662169 0.999098 0.005583
2458223.662833 1.001879 0.005591
2458223.663485 0.993440 0.005544
2458223.664143 1.007823 0.005635
2458223.664803 0.996273 0.005571
2458223.665466 0.990850 0.005542
2458223.666130 1.002076 0.005619
2458223.666795 0.993201 0.005559
2458223.667460 1.001421 0.005608
2458223.668123 0.997268 0.005591
2458223.668787 0.993133 0.005588
2458223.669450 1.001553 0.005601
2458223.670113 0.993257 0.005577
2458223.670777 0.990723 0.005547
2458223.671440 0.994571 0.005588
2458223.672103 0.993564 0.005593
2458223.672764 1.001415 0.005650
2458223.673428 0.990524 0.005586
2458223.674090 0.987731 0.005559
2458223.674833 0.997611 0.005625
2458223.675494 0.990804 0.005597
2458223.676291 0.988458 0.005586
2458223.676954 0.980615 0.005542
2458223.677618 0.992695 0.005621
2458223.678279 0.980849 0.005546
2458223.678932 0.992102 0.005620
2458223.679595 0.989987 0.005618
2458223.680247 0.981725 0.005575
2458223.681001 0.990419 0.005619
2458223.681662 0.987119 0.005612
2458223.682325 0.993981 0.005650
2458223.682975 0.983369 0.005601
2458223.683638 0.986211 0.005613
2458223.684302 0.981339 0.005590
2458223.684954 0.984884 0.005612
2458223.685720 0.984696 0.005627
2458223.686517 0.984107 0.005621
2458223.687181 0.988063 0.005627
2458223.687845 0.989537 0.005627
2458223.688596 0.980966 0.005569
2458223.689260 0.985018 0.005564
2458223.690013 0.979839 0.005563
2458223.690676 0.982240 0.005598
2458223.691337 0.985217 0.005632
2458223.692000 0.989078 0.005669
2458223.692662 0.989226 0.005668
2458223.693325 0.979319 0.005606
2458223.693988 0.977673 0.005609
2458223.694653 0.986032 0.005668
2458223.695304 0.969762 0.005598
2458223.695968 0.991794 0.005753
2458223.696745 0.976080 0.005671
2458223.697518 0.991002 0.005770
2458223.698270 0.980456 0.005717
2458223.698932 0.978305 0.005713
2458223.699595 0.983082 0.005764
2458223.700258 0.985649 0.005816
2458223.700920 0.987183 0.005831
2458223.701714 0.980698 0.005833
2458223.702380 0.985232 0.005877
2458223.703042 0.982493 0.005869
2458223.703705 0.988900 0.005939
2458223.704368 1.000963 0.006022
2458223.705030 0.991521 0.005959
2458223.705695 0.991101 0.005939
2458223.706356 0.991325 0.005975
2458223.707020 0.987876 0.005971
2458223.707685 0.987750 0.005961
2458223.708348 0.989857 0.005968
2458223.709011 0.994775 0.006000
2458223.709674 0.983283 0.005941
2458223.710335 0.995515 0.006025
2458223.710999 0.987118 0.006010
2458223.711661 0.997290 0.006073
2458223.712325 0.989250 0.006012
2458223.712985 1.001274 0.006088
2458223.713647 0.991240 0.006009
2458223.714308 0.986291 0.006028
2458223.714961 0.995084 0.006112
2458223.715622 0.990073 0.006094
2458223.716289 0.988819 0.006089
2458223.716952 0.989880 0.006110
2458223.717615 0.985761 0.006098
2458223.718277 0.987742 0.006133
2458223.718939 0.994120 0.006205
2458223.719603 0.997324 0.006245
2458223.720266 0.997255 0.006261
2458223.721044 0.990908 0.006255
2458223.721707 0.992999 0.006302
2458223.722370 0.984993 0.006261
2458223.723035 0.989762 0.006290
2458223.723697 0.985818 0.006278
2458223.724362 0.983894 0.006339
2458223.725015 0.992228 0.006435
2458223.725677 0.994688 0.006483
2458223.726329 0.992061 0.006451
2458223.726992 0.975298 0.006376
2458223.727654 0.983119 0.006474
2458223.728316 0.981600 0.006496
2458223.728978 1.001948 0.006677
2458223.729640 1.000544 0.006672
2458223.730305 0.985728 0.006609
2458223.730968 0.980188 0.006619
2458223.731628 0.985565 0.006701
2458223.732291 0.978308 0.006703
2458223.732954 0.981554 0.006775
2458223.733753 0.990495 0.006889
2458223.734415 1.007224 0.007042
2458223.735078 0.984712 0.006929
2458224.600411 0.986000 0.004126
2458224.601071 0.981489 0.004117
2458224.601733 0.982761 0.004133
2458224.602394 0.973201 0.004097
2458224.603057 0.967584 0.004075
2458224.603718 0.983712 0.004134
2458224.604382 0.980102 0.004121
2458224.605044 0.981241 0.004124
2458224.605821 0.976213 0.004116
2458224.606592 0.982570 0.004156
2458224.607254 0.985406 0.004173
2458224.607914 0.985415 0.004179
2458224.608576 0.993815 0.004215
2458224.609241 0.991314 0.004215
2458224.609903 0.992289 0.004228
2458224.610567 0.982552 0.004193
2458224.611229 0.988922 0.004215
2458224.611890 0.986332 0.004193
2458224.612554 0.993604 0.004218
2458224.613218 0.992167 0.004209
2458224.613972 0.995114 0.004226
2458224.614636 0.989868 0.004216
2458224.615293 0.991799 0.004227
2458224.615957 0.987403 0.004207
2458224.616625 0.987637 0.004215
2458224.617287 0.993969 0.004248
2458224.617948 0.995195 0.004253
2458224.618609 0.985666 0.004218
2458224.619271 0.988673 0.004235
2458224.619931 0.992239 0.004253
2458224.620592 0.992791 0.004252
2458224.621255 0.999433 0.004280
2458224.621917 1.004281 0.004301
2458224.622580 0.993430 0.004261
2458224.623241 0.996180 0.004279
2458224.623903 0.993542 0.004273
2458224.624555 0.992970 0.004273
2458224.625221 0.998988 0.004304
2458224.625997 1.000580 0.004312
2458224.626658 1.000128 0.004316
2458224.627322 0.992813 0.004290
2458224.627983 0.995185 0.004306
2458224.628646 0.994304 0.004327
2458224.629399 0.996883 0.004342
2458224.630061 0.996556 0.004334
2458224.630724 0.997024 0.004337
2458224.631385 0.999231 0.004351
2458224.632048 1.001709 0.004356
2458224.632710 0.993549 0.004316
2458224.633374 1.005855 0.004363
2458224.634040 0.999817 0.004337
2458224.634705 1.000000 0.004345
2458224.635454 0.998499 0.004343
2458224.636118 1.002793 0.004364
2458224.636780 0.999670 0.004353
2458224.637444 1.001751 0.004364
2458224.638107 1.003771 0.004390
2458224.638768 0.999613 0.004384
2458224.639430 0.992861 0.004364
2458224.640092 1.006294 0.004435
2458224.640750 1.006653 0.004442
2458224.641407 1.008393 0.004451
2458224.642069 0.999867 0.004411
2458224.642731 1.000067 0.004415
2458224.643394 0.991835 0.004382
2458224.644055 1.002397 0.004441
2458224.644718 1.004599 0.004458
2458224.645380 1.006114 0.004463
2458224.646033 1.002372 0.004446
2458224.646694 1.005284 0.004465
2458224.647356 1.005013 0.004478
2458224.648021 1.002417 0.004484
2458224.648683 1.012148 0.004543
2458224.649347 1.010957 0.004551
2458224.650011 0.999372 0.004500
2458224.650674 1.005362 0.004526
2458224.651335 1.005116 0.004531
2458224.651997 1.019582 0.004602
2458224.652659 1.012227 0.004574
2458224.653321 1.015125 0.004585
2458224.653984 1.004327 0.004538
2458224.654647 1.016539 0.004597
2458224.655403 1.018657 0.004610
2458224.656067 1.012486 0.004582
2458224.656821 1.008579 0.004570
2458224.657482 1.010994 0.004585
2458224.658145 1.014936 0.004604
2458224.658810 1.015280 0.004611
2458224.659472 1.011763 0.004602
2458224.660247 1.016125 0.004621
2458224.660910 1.014814 0.004612
2458224.661572 1.010501 0.004593
2458224.662235 1.011130 0.004595
2458224.662897 1.009249 0.004588
2458224.663560 1.020807 0.004642
2458224.664224 1.008333 0.004586
2458224.664890 1.004236 0.004571
2458224.665552 1.007501 0.004587
2458224.666214 1.013905 0.004618
2458224.666989 1.013552 0.004618
2458224.667652 1.012811 0.004617
2458224.668309 1.010449 0.004605
2458224.668974 1.016844 0.004633
2458224.669635 1.016345 0.004638
2458224.670388 1.009178 0.004614
2458224.671051 1.014681 0.004641
2458224.671806 1.006260 0.004606
2458224.672467 1.018709 0.004669
2458224.673242 1.023048 0.004694
2458224.673906 1.013329 0.004650
2458224.674569 1.014695 0.004668
2458224.675231 1.005729 0.004620
2458224.675892 1.013383 0.004658
2458224.676554 1.008757 0.004636
2458224.677215 1.002922 0.004612
2458224.677878 1.015909 0.004684
2458224.678540 1.015766 0.004694
2458224.679205 1.004306 0.004642
2458224.679868 1.011026 0.004669
2458224.680622 1.008357 0.004666
2458224.681285 1.006818 0.004663
2458224.682038 1.010312 0.004695
2458224.682705 1.006539 0.004694
2458224.683370 0.998860 0.004673
2458224.684033 1.008942 0.004732
2458224.684696 1.010722 0.004748
2458224.685349 1.003530 0.004716
2458224.686008 1.001459 0.004707
2458224.686672 1.013892 0.004783
2458224.687336 1.005673 0.004754
2458224.688089 1.006832 0.004759
2458224.688864 1.007981 0.004773
2458224.689526 1.006236 0.004779
2458224.690189 1.002743 0.004766
2458224.690852 1.001133 0.004760
2458224.691515 1.004604 0.004788
2458224.692176 1.002692 0.004792
2458224.692837 1.013065 0.004858
2458224.693595 1.008210 0.004844
2458224.694348 1.009497 0.004860
2458224.695100 1.013309 0.004893
2458224.695762 1.007094 0.004871
2458224.696428 1.007269 0.004885
2458224.697090 1.001660 0.004889
2458224.697881 1.008176 0.004947
2458224.698654 1.011947 0.004983
2458224.699330 1.005692 0.004949
2458224.699997 0.998270 0.004921
2458224.700661 1.010791 0.004992
2458224.701328 0.996189 0.004956
2458224.701991 1.008008 0.005021
2458224.702750 1.002263 0.005008
2458224.703416 0.991505 0.004982
2458224.704085 0.989101 0.004988
2458224.704751 0.999041 0.005041
2458224.705422 0.996763 0.005012
2458224.706201 1.004129 0.005091
2458224.706952 0.991925 0.005057
2458224.707618 0.993444 0.005089
2458224.708369 1.002070 0.005172
2458224.709032 0.994419 0.005156
2458224.709695 0.985652 0.005139
2458224.710364 0.983708 0.005148
2458224.711117 0.988257 0.005204
2458224.711779 0.984147 0.005206
2458224.712528 0.974433 0.005184
2458224.713192 0.972535 0.005204
2458224.713858 0.999749 0.005396
2458224.714520 0.978213 0.005300
2458224.715182 0.983395 0.005359
2458224.715838 0.980825 0.005379
2458224.716613 0.990785 0.005469
2458224.717271 0.978841 0.005435
2458224.717935 0.984066 0.005505
2458224.718598 0.984502 0.005550
2458224.719262 0.979480 0.005543
2458224.719927 0.992056 0.005635
2458224.720590 0.982448 0.005627
2458224.721254 0.983001 0.005670
2458224.721917 0.992704 0.005757
2458224.722577 0.982489 0.005735
2458224.723238 0.986174 0.005796
2458224.723889 0.987332 0.005838
2458224.724552 0.972899 0.005800
2458224.725308 0.975235 0.005870
2458224.726087 0.978411 0.005943
2458224.726752 0.977885 0.005990
2458224.727414 0.983388 0.006074
2458224.728076 0.978775 0.006091
2458224.728738 0.977256 0.006128
2458224.729400 0.978482 0.006177
2458224.730065 0.977773 0.006212
2458224.730821 0.980617 0.006278
2458224.731481 0.976100 0.006281
2458224.732145 0.973492 0.006266
2458225.465286 1.047092 0.015426
2458225.465946 1.024326 0.013816
2458225.466605 1.041969 0.012890
2458225.467264 1.031405 0.011714
2458225.468038 1.015291 0.010467
2458225.468696 1.002874 0.009550
2458225.469355 1.012754 0.008939
2458225.470014 1.012257 0.008312
2458225.470674 1.005047 0.007725
2458225.471331 0.997685 0.007218
2458225.471990 1.004899 0.006872
2458225.472648 1.011885 0.006576
2458225.473308 1.006370 0.006261
2458225.473968 1.016250 0.006082
2458225.474620 1.012865 0.005865
2458225.475280 0.998971 0.005617
2458225.475940 1.007303 0.005531
2458225.476686 1.010879 0.005410
2458225.477345 1.006254 0.005294
2458225.478007 0.999970 0.005180
2458225.478666 1.008400 0.005140
2458225.479325 1.011529 0.005091
2458225.479983 1.012755 0.005042
2458225.480733 1.007465 0.004969
2458225.481477 1.011241 0.004948
2458225.482136 1.005156 0.004891
2458225.482794 1.008063 0.004874
2458225.483453 1.012435 0.004858
2458225.484112 1.017652 0.004857
2458225.484772 1.022408 0.004865
2458225.485430 1.016210 0.004822
2458225.486090 1.010664 0.004788
2458225.486749 1.021023 0.004832
2458225.487499 1.019400 0.004821
2458225.488159 1.017036 0.004802
2458225.488818 1.016663 0.004789
2458225.489477 1.018443 0.004789
2458225.490135 1.018397 0.004785
2458225.490794 1.016640 0.004769
2458225.491454 1.024083 0.004805
2458225.492116 1.025422 0.004819
2458225.492775 1.020653 0.004780
2458225.493433 1.018658 0.004752
2458225.494092 1.021619 0.004771
2458225.494750 1.018593 0.004745
2458225.495497 1.014923 0.004723
2458225.496269 1.023326 0.004764
2458225.496928 1.024242 0.004762
2458225.497587 1.024380 0.004754
2458225.498247 1.029983 0.004773
2458225.498906 1.027895 0.004755
2458225.499565 1.028266 0.004753
2458225.500223 1.028518 0.004747
2458225.500882 1.025869 0.004725
2458225.501542 1.017931 0.004682
2458225.502291 1.023682 0.004681
2458225.503038 1.017665 0.004603
2458225.503697 1.026515 0.004651
2458225.504357 1.033037 0.004696
2458225.505019 1.018850 0.004658
2458225.505685 1.026925 0.004691
2458225.506348 1.024339 0.004682
2458225.507146 1.024471 0.004700
2458225.507809 1.023842 0.004687
2458225.508472 1.028583 0.004703
2458225.509132 1.023326 0.004682
2458225.509795 1.022859 0.004671
2458225.510458 1.021069 0.004652
2458225.511120 1.031698 0.004674
2458225.511785 1.026145 0.004625
2458225.512450 1.033943 0.004653
2458225.513113 1.022019 0.004606
2458225.513774 1.021252 0.004598
2458225.514439 1.023958 0.004636
2458225.515102 1.019204 0.004636
2458225.515764 1.019699 0.004660
2458225.516426 1.019555 0.004661
2458225.517087 1.024776 0.004688
2458225.517751 1.022224 0.004671
2458225.518413 1.024864 0.004676
2458225.519076 1.022005 0.004658
2458225.519834 1.022875 0.004665
2458225.520498 1.019567 0.004642
2458225.521162 1.024411 0.004657
2458225.521824 1.015344 0.004630
2458225.522487 1.020307 0.004649
2458225.523153 1.022304 0.004629
2458225.523817 1.019192 0.004598
2458225.524478 1.022302 0.004602
2458225.525142 1.022327 0.004591
2458225.525804 1.033033 0.004619
2458225.526465 1.024915 0.004566
2458225.527125 1.020815 0.004554
2458225.527787 1.025100 0.004584
2458225.528451 1.019638 0.004572
2458225.529115 1.027368 0.004615
2458225.529779 1.020271 0.004574
2458225.530443 1.028180 0.004617
2458225.531107 1.026749 0.004594
2458225.531890 1.026577 0.004570
2458225.532554 1.017409 0.004548
2458225.533216 1.022705 0.004556
2458225.533878 1.017187 0.004523
2458225.534539 1.028220 0.004569
2458225.535201 1.020234 0.004554
2458225.535862 1.023171 0.004554
2458225.536525 1.028271 0.004566
2458225.537190 1.019822 0.004536
2458225.537852 1.016708 0.004524
2458225.538515 1.017940 0.004532
2458225.539176 1.025137 0.004558
2458225.539927 1.014834 0.004496
2458225.540584 1.023269 0.004523
2458225.541245 1.013244 0.004493
2458225.541908 1.017957 0.004511
2458225.542572 1.012740 0.004478
2458225.543233 1.013395 0.004474
2458225.543895 1.015687 0.004485
2458225.544558 1.016189 0.004473
2458225.545221 1.015342 0.004455
2458225.545886 1.018332 0.004459
2458225.546549 1.012294 0.004445
2458225.547213 1.017801 0.004463
2458225.547876 1.015744 0.004437
2458225.548540 1.012047 0.004406
2458225.549203 1.004253 0.004374
2458225.549865 1.013814 0.004410
2458225.550527 1.014280 0.004415
2458225.551189 1.010130 0.004404
2458225.551852 1.006452 0.004385
2458225.552514 1.005329 0.004393
2458225.553176 1.013838 0.004442
2458225.553839 1.009189 0.004419
2458225.554504 1.007167 0.004401
2458225.555164 1.004697 0.004380
2458225.555827 1.008833 0.004402
2458225.556492 1.004278 0.004388
2458225.557150 1.001337 0.004378
2458225.557808 1.001451 0.004369
2458225.558471 1.009113 0.004399
2458225.559134 1.011208 0.004402
2458225.559788 1.004230 0.004375
2458225.560450 0.995621 0.004344
2458225.561113 1.003108 0.004354
2458225.561777 1.002249 0.004347
2458225.562439 0.996685 0.004323
2458225.563102 1.000544 0.004341
2458225.563763 1.002732 0.004364
2458225.564426 0.996414 0.004351
2458225.565090 0.999585 0.004370
2458225.565739 0.978282 0.004269
2458225.566403 0.996445 0.004337
2458225.567154 0.985477 0.004267
2458225.567815 0.970937 0.004203
2458225.568594 0.982049 0.004239
2458225.569258 0.976786 0.004219
2458225.569921 0.990107 0.004287
2458225.570570 0.988456 0.004283
2458225.571233 0.986509 0.004274
2458225.572027 0.996495 0.004330
2458225.572684 0.992231 0.004308
2458225.573348 0.991257 0.004295
2458225.574009 0.988424 0.004270
2458225.574661 0.993761 0.004276
2458225.575325 0.990957 0.004266
2458225.575988 0.993586 0.004270
2458225.576737 0.997092 0.004280
2458225.577394 0.990171 0.004257
2458225.578057 0.987024 0.004261
2458225.578718 0.989602 0.004290
2458225.579375 0.996267 0.004321
2458225.580037 0.988317 0.004294
2458225.580699 0.997936 0.004341
2458225.581362 0.986530 0.004293
2458225.582024 0.997306 0.004310
2458225.582688 0.981627 0.004252
2458225.583351 0.988580 0.004294
2458225.584015 0.997925 0.004333
2458225.584680 0.985054 0.004265
2458225.585343 0.987853 0.004253
2458225.586004 0.987177 0.004217
2458225.586666 0.980837 0.004193
2458225.587327 0.989349 0.004238
2458225.587991 0.987207 0.004240
2458225.588653 0.987796 0.004226
2458225.589317 0.984540 0.004196
2458225.589980 0.989256 0.004212
2458225.590643 0.988859 0.004217
2458225.591306 0.990818 0.004238
2458225.591969 0.983562 0.004200
2458225.592630 0.995396 0.004228
2458225.593296 0.986975 0.004205
2458225.593958 0.986509 0.004203
2458225.594619 0.988470 0.004197
2458225.595280 0.987333 0.004165
2458225.595943 0.987556 0.004168
2458225.596603 0.991740 0.004180
2458225.597266 0.979617 0.004125
2458225.597929 0.992571 0.004173
2458225.598592 0.990742 0.004169
2458225.599258 0.989563 0.004155
2458225.599924 0.982020 0.004129
2458225.600587 0.985713 0.004143
2458225.601248 0.983145 0.004136
2458225.601991 0.987241 0.004163
2458225.602744 0.986924 0.004168
2458225.603404 0.982444 0.004149
2458225.604066 0.985324 0.004164
2458225.604724 0.990999 0.004194
2458225.605387 0.988751 0.004183
2458225.606049 0.986262 0.004158
2458225.606711 0.985585 0.004153
2458225.607373 0.998230 0.004209
2458225.608035 0.991314 0.004181
2458225.608696 0.986714 0.004170
2458225.609359 0.991864 0.004202
2458225.610020 0.993078 0.004212
2458225.610683 0.994178 0.004222
2458225.611345 0.983000 0.004182
2458225.612007 0.988314 0.004206
2458225.612672 0.990077 0.004220
2458225.613334 0.990865 0.004224
2458225.613998 0.997874 0.004257
2458225.614660 0.988357 0.004213
2458225.615320 0.998668 0.004262
2458225.615984 0.997622 0.004268
2458225.616650 0.999115 0.004281
2458225.617313 0.990299 0.004255
2458225.617976 0.989244 0.004254
2458225.618639 0.998127 0.004292
2458225.619304 0.993008 0.004274
2458225.619968 0.989257 0.004260
2458225.620630 0.997631 0.004298
2458225.621292 0.990009 0.004265
2458225.622045 0.993826 0.004291
2458225.622708 0.990053 0.004277
2458225.623369 0.995578 0.004311
2458225.624031 0.989109 0.004294
2458225.624694 0.995866 0.004324
2458225.625356 0.994974 0.004322
2458225.626020 0.995807 0.004333
2458225.626683 0.990690 0.004324
2458225.627345 0.992578 0.004331
2458225.628006 0.995808 0.004336
2458225.628670 0.996301 0.004335
2458225.629333 0.994258 0.004324
2458225.629994 0.998277 0.004347
2458225.630656 0.998004 0.004351
2458225.631320 0.992815 0.004331
2458225.631983 0.991778 0.004319
2458225.632636 0.986307 0.004322
2458225.633300 0.989358 0.004315
2458225.633963 0.988227 0.004307
2458225.634619 0.986361 0.004301
2458225.635281 0.999557 0.004353
2458225.635943 0.997120 0.004338
2458225.636607 0.991555 0.004327
2458225.637269 0.989381 0.004318
2458225.637931 0.995124 0.004364
2458225.638592 0.994811 0.004356
2458225.639255 0.986209 0.004326
2458225.639919 0.997341 0.004388
2458225.640582 0.992843 0.004382
2458225.641246 0.992549 0.004386
2458225.641909 0.992684 0.004376
2458225.642570 0.991853 0.004367
2458225.643232 0.985363 0.004335
2458225.643894 0.989784 0.004358
2458225.644555 1.003791 0.004417
2458225.645220 0.990253 0.004354
2458225.645879 0.987500 0.004338
2458225.646630 0.987793 0.004338
2458225.647292 0.987205 0.004321
2458225.648068 0.995475 0.004373
2458225.648725 0.989709 0.004341
2458225.649386 0.992643 0.004361
2458225.650048 0.989542 0.004343
2458225.650713 0.988423 0.004350
2458225.651377 0.992623 0.004375
2458225.652040 0.989098 0.004363
2458225.652706 0.989981 0.004383
2458225.653369 0.997188 0.004412
2458225.654032 0.991752 0.004398
2458225.654694 0.987006 0.004378
2458225.655356 0.983153 0.004369
2458225.656020 0.991221 0.004414
2458225.656683 0.985820 0.004403
2458225.657345 0.984418 0.004405
2458225.658008 0.985676 0.004417
2458225.658671 0.998955 0.004486
2458225.659334 0.988796 0.004435
2458225.660109 0.987071 0.004430
2458225.660773 0.995451 0.004471
2458225.661436 0.985108 0.004421
2458225.662095 0.985387 0.004423
2458225.662759 0.988555 0.004433
2458225.663421 0.989009 0.004445
2458225.664083 0.987882 0.004448
2458225.664746 0.993220 0.004479
2458225.665407 0.992418 0.004479
2458225.666071 0.990334 0.004479
2458225.666733 0.991319 0.004493
2458225.667386 0.989608 0.004494
2458225.668048 0.990770 0.004502
2458225.668825 0.995815 0.004540
2458225.669487 0.998267 0.004560
2458225.670148 0.986333 0.004517
2458225.670813 0.991148 0.004556
2458225.671564 0.989954 0.004563
2458225.672228 0.998308 0.004603
2458225.672892 0.989508 0.004574
2458225.673557 0.994536 0.004601
2458225.674221 0.990833 0.004587
2458225.674883 0.993066 0.004603
2458225.675546 0.990988 0.004613
2458225.676213 0.990197 0.004618
2458225.676876 0.984533 0.004592
2458225.677539 0.997160 0.004656
2458225.678199 0.994856 0.004646
2458225.678862 0.996138 0.004641
2458225.679523 0.992160 0.004610
2458225.680185 0.987420 0.004606
2458225.680963 0.995938 0.004673
2458225.681625 1.006292 0.004732
2458225.682288 0.996227 0.004700
2458225.683059 0.997187 0.004715
2458225.683813 0.999579 0.004743
2458225.684588 1.002281 0.004756
2458225.685249 1.009092 0.004798
2458225.685915 0.997458 0.004758
2458225.686578 0.994528 0.004749
2458225.687240 0.991079 0.004739
2458225.687902 0.995656 0.004779
2458225.688676 0.990744 0.004771
2458225.689337 1.001674 0.004832
2458225.689986 0.989330 0.004780
2458225.690635 0.997619 0.004834
2458225.691299 0.997220 0.004854
2458225.691959 1.001026 0.004886
2458225.692621 1.000030 0.004891
2458225.693286 0.998682 0.004897
2458225.693949 1.009365 0.004961
2458225.694613 1.003898 0.004950
2458225.695275 1.007043 0.004987
2458225.695938 1.000260 0.004977
2458225.696600 1.009840 0.005044
2458225.697262 1.002877 0.005025
2458225.697924 0.998792 0.005026
2458225.698679 0.995984 0.005033
2458225.699339 1.002488 0.005089
2458225.700004 1.007264 0.005130
2458225.700757 1.005911 0.005153
2458225.701421 0.999784 0.005144
2458225.702174 1.003679 0.005169
2458225.702837 1.000188 0.005156
2458225.703498 0.996751 0.005176
2458225.704160 1.000680 0.005234
2458225.704914 1.002018 0.005276
2458225.705665 1.001986 0.005295
2458225.706328 1.001890 0.005309
2458225.706992 1.002454 0.005327
2458225.707771 1.003100 0.005357
2458225.708436 1.012372 0.005434
2458225.709098 1.000904 0.005400
2458225.709750 1.003268 0.005438
2458225.710504 1.013289 0.005520
2458225.711162 1.012510 0.005543
2458225.711825 1.005353 0.005528
2458225.712490 1.011060 0.005587
2458225.713155 1.016545 0.005645
2458225.713818 1.008074 0.005620
2458225.714481 1.004019 0.005623
2458225.715145 1.013474 0.005707
2458225.715807 1.013634 0.005732
2458225.716468 1.015705 0.005771
2458225.717131 1.015953 0.005805
