TESSID,RA,dec
167754523,104.181647,-60.686988
167755099,104.099397,-61.674056
167755378,104.204889,-62.167935
167792080,104.131293,-63.113193
167792267,104.251622,-63.430077
167792486,104.025018,-63.860325
167792845,104.152001,-64.576184
167793213,104.028734,-65.246846
167793452,104.235770,-65.713983
167793536,104.107268,-65.870940
167793568,104.032615,-65.965840
167793630,104.451484,-65.840519
167793750,104.303125,-65.592914
167793961,104.286975,-65.131873
167794129,104.459295,-64.853229
167795033,104.438801,-63.150879
167795079,104.405532,-63.070924
167795728,104.267215,-61.960681
167795767,104.399838,-61.908641
167795786,104.391273,-61.869546
167795859,104.423343,-61.754952
167796016,104.485691,-61.520826
167796170,104.333599,-61.277723
167796443,104.359913,-60.851424
167797270,104.703131,-60.269185
167797285,104.542888,-60.296193
167797530,104.727935,-60.660394
167797589,104.598286,-60.762690
167798344,104.614157,-61.977886
167798390,104.674188,-62.049150
167808464,104.584366,-63.193073
167808509,104.723292,-63.260787
167808520,104.659500,-63.278351
167808687,104.590472,-63.544657
167808765,104.654410,-63.690477
167809385,104.700170,-64.785469
167810008,104.569108,-65.906072
167811187,104.930073,-63.895113
167811392,104.936574,-63.547761
167811453,104.787957,-63.436464
167811672,104.978840,-63.056858
167811761,104.825461,-62.906812
167812099,104.762996,-62.353892
167812449,104.782429,-61.840069
167812509,104.984062,-61.749955
167812857,104.981899,-61.232550
167813113,104.780453,-60.842033
167813580,104.963026,-60.144103
167813804,105.215931,-60.028986
167813863,105.072074,-60.133735
167814315,105.122220,-60.862433
167814376,104.991735,-60.941628
167814411,105.007383,-60.988261
167814455,105.114876,-61.056672
167814656,104.998564,-61.336180
167814740,104.994894,-61.481130
167814939,105.062109,-61.782582
167815117,105.168795,-62.061745
167887603,105.041421,-62.824477
167888006,105.222698,-63.497193
167888669,105.112341,-64.570666
167888675,105.138267,-64.574417
167888770,105.046709,-64.736983
167889402,105.115656,-65.908695
167889542,105.272749,-65.706478
167889898,105.322986,-65.063903
167890109,105.282003,-64.700241
167890721,105.369095,-63.698896
167890991,105.293699,-63.200273
167891110,105.446979,-62.972410
167891326,105.236961,-62.591321
167891342,105.271508,-62.562278
167891744,105.231790,-61.966770
167891921,105.344465,-61.736636
167892002,105.428072,-61.603981
167892575,105.269259,-60.776438
167892940,105.319264,-60.278594
167893026,105.297372,-60.147782
167893116,105.247473,-60.027934
167893513,105.549909,-60.357760
167894019,105.709316,-61.046535
167894031,105.694094,-61.062678
167894606,105.479547,-61.982981
167895165,105.490883,-62.886931
167895486,105.643258,-63.328242
167895487,105.619771,-63.328797
167895878,105.578535,-63.957225
167895977,105.623614,-64.133586
167896417,105.714746,-64.854000
167896614,105.660304,-65.193407
167896760,105.610593,-65.432460
167897059,105.498830,-65.917887
176870098,100.517568,-77.716744
176870325,100.581413,-77.135445
176870369,100.694380,-77.043938
176870742,100.674813,-76.227619
176871438,100.390795,-74.776346
176871588,100.676584,-74.502819
176871672,100.492458,-74.363899
176872276,100.516880,-73.253794
176872304,100.427255,-73.204394
176872401,100.497235,-73.021315
176872955,100.499579,-72.033333
176873028,100.942691,-71.976498
176873469,101.099476,-72.672268
176873680,101.066066,-73.014903
176873735,100.903149,-73.118208
176873840,101.010620,-73.297972
176874060,101.026080,-73.656608
176874812,101.029777,-74.973242
176875114,100.958356,-75.581892
176875333,101.084347,-76.035150
176875517,101.022908,-76.408214
176875632,100.815308,-76.700934
176875749,101.131705,-76.919799
176875890,101.108788,-77.245741
176876294,100.240014,-71.775190
176930802,100.208826,-71.500380
176931156,100.293492,-70.867227
176931197,100.182073,-70.782526
176931266,100.260953,-70.651246
176931562,100.431183,-70.152794
176932113,100.249428,-69.331345
176932421,100.193482,-68.824414
176932493,100.228878,-68.698909
176932711,100.323480,-68.345904
176933645,100.136974,-66.935144
176933887,100.422595,-66.558001
176934407,100.538487,-66.094228
176935006,100.439287,-66.947594
176935123,100.613117,-67.122157
176935619,100.606439,-67.843099
176935657,100.559475,-67.909112
176936043,100.678819,-68.563198
176936125,100.582855,-68.697058
176936529,100.537143,-69.358324
176936580,100.494048,-69.455523
176936634,100.561417,-69.538967
176936735,100.520228,-69.706546
176937262,100.577402,-70.594810
176937819,100.510139,-71.636104
176954188,100.782325,-71.435154
176954354,100.766601,-71.134206
176954655,100.937363,-70.571114
176954865,100.970904,-70.179627
176954932,100.874047,-70.055732
176955267,100.927540,-69.481691
176955342,100.879835,-69.364203
176955379,100.777688,-69.297778
176955610,100.759427,-68.905577
176956040,100.904425,-68.247189
176956387,100.806019,-67.735967
176956403,100.787437,-67.711403
176956680,100.976119,-67.278328
176957349,100.963048,-66.264301
176957781,101.138219,-66.217969
176957796,101.297293,-66.238036
176958076,101.217394,-66.615793
176958231,101.222470,-66.865779
176958411,101.322959,-67.119913
176958580,101.307965,-67.371381
176959084,101.239596,-68.144684
176959341,101.123517,-68.546268
176959360,101.150724,-68.587378
176959991,101.318128,-69.527739
176960094,101.037948,-69.731072
176960513,101.231859,-70.433757
176960818,101.177496,-70.970332
176980089,101.177224,-71.545847
176980457,101.459180,-71.624132
176980774,101.551157,-71.031326
176980970,101.601200,-70.634179
176980995,101.441285,-70.583279
176981169,101.383168,-70.293516
176981833,101.343381,-69.148921
176982916,101.487165,-67.505452
176982966,101.628658,-67.425195
176983267,101.434958,-66.970481
176983552,101.543026,-66.537983
176983629,101.504474,-66.408232
176984144,101.765663,-66.215973
176984236,101.909535,-66.328325
176984889,101.732243,-67.309224
176985564,101.892305,-68.415127
176985618,101.754561,-68.484936
176985907,101.811100,-68.953242
176986215,101.695018,-69.427794
177016680,101.925553,-70.648070
177017070,101.874603,-71.387515
177017454,102.046195,-71.748075
177017653,101.932397,-71.357451
177017776,102.082379,-71.138607
177019332,102.037269,-68.423843
177019667,102.081070,-67.863966
177021951,102.462689,-67.276685
177022213,102.268210,-67.644301
177022232,102.433074,-67.683072
177022242,102.273295,-67.698844
177022914,102.327676,-68.727316
177023289,102.443506,-69.329350
177023568,102.513208,-69.773620
177023594,102.467133,-69.809361
177023673,102.309916,-69.911325
177023707,102.406182,-69.985578
177032912,102.320620,-70.562598
177033124,102.501448,-70.978982
177033503,102.446508,-71.693339
177033827,102.655577,-71.622973
177034213,102.559334,-70.945150
177034273,102.731991,-70.835225
177034363,102.623552,-70.671384
177034616,102.684466,-70.264445
177034618,102.683181,-70.263096
177034802,102.605282,-69.986247
177035006,102.694192,-69.661632
177035054,102.706841,-69.593685
177035316,102.610141,-69.182622
177035603,102.772733,-68.714870
177035751,102.698336,-68.466416
177036363,102.666114,-67.545851
177036523,102.814565,-67.327623
177036769,102.578044,-66.976443
177036977,102.788430,-66.702104
177037692,102.957558,-66.280391
177037750,103.111670,-66.375006
177038077,103.109604,-66.826444
177038160,102.826524,-66.956199
177038190,102.934792,-67.003025
177038378,102.937573,-67.267183
177038886,102.929604,-68.007344
177039559,103.112526,-69.023687
177039581,103.102328,-69.066463
177075293,102.957960,-69.794354
177075936,103.045161,-70.824998
177075958,103.044966,-70.859309
177075997,102.862423,-70.963410
177077054,103.414022,-71.106864
177077137,103.399690,-70.984613
177077189,103.170163,-70.898780
177077320,103.118771,-70.673000
177077336,103.244067,-70.642304
177077457,103.211472,-70.455480
177077475,103.206694,-70.430271
177077527,103.210831,-70.366213
177077656,103.284889,-70.096538
177078253,103.256718,-69.110716
177078853,103.120623,-68.276203
177078973,103.128109,-68.074389
177079323,103.245346,-67.539269
177079354,103.370800,-67.484898
177079606,103.283433,-67.114262
177079697,103.304497,-66.997376
177080157,103.316897,-66.344266
177080894,103.659630,-66.478367
177082055,103.547232,-68.158065
177113114,103.665062,-70.129901
177113173,103.688378,-70.233939
177113187,103.425938,-70.268785
177113903,103.700147,-71.480334
177113924,103.455254,-71.515436
177114260,103.798977,-71.766819
177114520,103.823456,-71.324820
177114793,103.931147,-70.811429
177114979,103.816147,-70.489074
177115013,103.954432,-70.441481
177115354,103.754983,-69.867111
177115492,103.916586,-69.681947
177115893,104.005484,-69.022304
177115978,103.882107,-68.904245
177116244,103.920643,-68.505717
177116487,103.854981,-68.105823
177117281,103.805337,-67.017259
177117623,103.984774,-66.564260
177117715,103.719613,-66.444827
177118177,104.296999,-66.025585
177118376,104.303159,-66.280067
177118923,104.155711,-67.011656
177118942,104.291622,-67.039325
177160057,104.177746,-67.957995
177160238,104.059718,-68.215538
177160261,104.128510,-68.267933
177160343,104.302299,-68.377684
177160448,104.283105,-68.517651
177160604,104.200602,-68.744119
177160805,104.266876,-69.029784
177161030,104.187480,-69.357909
177161206,104.121285,-69.609835
177162190,104.091727,-71.168496
177162787,104.360125,-71.687987
177162802,104.384960,-71.660735
177162886,104.492540,-71.523110
177163070,104.498641,-71.189433
177163233,104.467465,-70.959059
177163235,104.569904,-70.954485
177163301,104.480542,-70.833477
177163429,104.591223,-70.644912
177163735,104.520670,-70.150342
177163800,104.383132,-70.042469
177164194,104.550694,-69.380525
177164485,104.487916,-68.954693
177164882,104.485871,-68.368161
177164901,104.374263,-68.349144
177165274,104.356465,-67.830359
177165738,104.326993,-67.180185
177165867,104.445911,-66.985858
177165931,104.312685,-66.901724
177166957,104.744905,-66.371325
177167539,104.879312,-67.099408
177168898,104.882918,-67.975377
177170266,104.833521,-69.041048
177172684,104.762093,-70.827706
177173234,104.805592,-71.256499
177173686,104.793873,-71.688931
177173860,104.789533,-71.836281
177173936,104.676733,-71.922969
177174590,105.189021,-71.396224
177174803,105.191272,-71.243291
177174910,105.164047,-71.153847
177175199,105.079942,-70.890805
177175315,105.121210,-70.797594
177175614,104.911789,-70.537764
177176102,105.035850,-70.097764
177178952,105.136854,-68.020921
177179102,104.960559,-67.916444
177179614,105.145864,-67.543896
177179798,105.085000,-67.445800
177180032,105.106485,-67.272613
177181147,105.013017,-66.550342
177181322,104.941408,-66.419248
177181671,105.095078,-66.216847
177181828,105.077855,-66.087326
177236218,105.329810,-66.291348
177236262,105.421669,-66.342147
177236338,105.325848,-66.429656
177236627,105.241300,-66.800657
177236998,105.392662,-67.294610
177237434,105.208960,-67.880901
177237464,105.414690,-67.944348
177237670,105.464294,-68.231801
177237846,105.233490,-68.449725
177238182,105.339799,-68.900073
177238249,105.252445,-69.000991
177238312,105.375743,-69.084537
177240587,101.203023,-77.052963
177241128,101.260287,-75.986458
177241155,101.194656,-75.925686
177241277,101.365997,-75.684363
177241993,101.226976,-74.429158
177242130,101.476518,-74.236145
177242528,101.437173,-73.579938
177242696,101.484536,-73.262278
177252842,101.793026,-72.111862
177252896,101.683692,-72.176941
177252917,101.743250,-72.209911
177253202,101.718166,-72.577370
177253314,101.907471,-72.743238
177253429,101.889427,-72.896179
177253915,101.806652,-73.647338
177253935,101.744677,-73.671914
177254154,101.665325,-74.030969
177254302,101.677293,-74.303610
177254872,101.714927,-75.232723
177255132,101.899412,-75.701636
177255301,101.609456,-75.993878
177255509,101.626139,-76.387723
177255827,101.677249,-77.000608
177256161,101.641174,-77.652320
177256821,102.293777,-76.764733
177256886,102.174233,-76.638748
177256965,102.319092,-76.479738
177257042,101.959605,-76.298528
177257333,102.104089,-75.723679
177257949,101.950027,-74.642206
177258092,102.173373,-74.402569
177258193,102.238545,-74.232808
177258212,101.955243,-74.203642
177258516,102.123661,-73.669633
177258700,102.249597,-73.364020
177258735,102.223919,-73.299893
177258863,102.009128,-73.071012
177281852,102.287228,-72.872693
177281989,101.973341,-72.655900
177282148,102.179311,-72.460818
177282637,102.670635,-72.104869
177282821,102.505819,-72.376877
177282921,102.682109,-72.541485
177282934,102.664884,-72.556695
177283605,102.437360,-73.558263
177283727,102.625834,-73.760699
177283812,102.609858,-73.923768
177284199,102.418980,-74.557307
177284607,102.402475,-75.257898
177284702,102.376587,-75.449500
177285012,102.522236,-76.015711
177285018,102.344439,-76.028871
177285045,102.504495,-76.075253
177285265,102.567486,-76.582089
177285682,102.620364,-77.452926
177286026,102.782786,-77.674343
177286275,102.899325,-77.134560
177286278,102.872579,-77.131306
177286607,102.816147,-76.493226
177286656,102.803933,-76.418318
177287333,102.981678,-75.058283
177287937,102.742660,-74.061052
177288100,102.848886,-73.766441
177307515,102.801227,-72.140309
177307545,102.841067,-72.090200
177307808,103.207307,-72.200574
177308071,103.277520,-72.603266
177308090,103.336320,-72.638858
177308364,103.422157,-73.075507
177308367,103.399794,-73.082558
177308385,103.223346,-73.120929
177308612,103.375035,-73.475790
177308676,103.509533,-73.580113
177308777,103.466428,-73.761854
177308817,103.158565,-73.824727
177308913,103.157532,-73.971007
177309077,103.248456,-74.237761
177309083,103.151408,-74.250080
177309385,103.318496,-74.725187
177309573,103.137736,-75.075385
177309675,103.276138,-75.260770
177309707,103.223565,-75.309212
177309964,103.452495,-75.703992
177309987,103.339522,-75.747352
177310213,103.206243,-76.214753
177310473,103.136524,-76.653239
177310620,103.389647,-76.950002
177311137,103.514780,-77.780751
177311244,103.550969,-77.506518
177311830,103.709093,-76.266059
177312459,103.624948,-75.246886
177312538,103.720892,-75.127753
177312861,103.814672,-74.565598
177313167,103.849793,-74.048574
177349362,103.849311,-72.641648
177349463,103.864039,-72.496661
177349718,103.645996,-72.093849
177349900,104.266373,-72.036757
177349901,104.259210,-72.038137
177350183,104.008608,-72.456557
177350315,104.121383,-72.646027
177350401,104.217551,-72.783495
177350828,103.971701,-73.498904
177351052,104.268705,-73.829656
177351190,104.019226,-74.033134
177351477,104.254689,-74.503904
177351895,103.996155,-75.304858
177352028,104.004150,-75.568542
177352893,103.975573,-77.369335
177353341,104.487551,-77.406843
177353450,104.661235,-77.185634
177354214,104.303880,-75.699975
177354239,104.508202,-75.659992
177354263,104.613732,-75.630232
177354771,104.540741,-74.749565
177385193,104.360086,-73.820877
177385479,104.402058,-73.413785
177385736,104.627551,-73.029976
177385959,104.304381,-72.725330
177386111,104.411004,-72.497352
177386254,104.327249,-72.301410
177386428,104.633357,-72.075477
177386579,104.980161,-72.043756
177386783,104.895990,-72.389548
177386957,104.945921,-72.662304
177387321,104.816673,-73.288157
177387380,105.074199,-73.377243
177387632,105.041751,-73.814266
177387690,105.044377,-73.896307
177387745,105.002928,-73.985267
177388161,104.766387,-74.632275
177388502,104.987248,-75.206973
177389261,104.831177,-76.708628
177389302,104.940352,-76.807291
179038379,78.996867,-67.273700
179040325,79.245616,-68.164277
179040607,79.030667,-68.259817
179040880,79.224084,-68.352427
179043292,78.963999,-68.876277
179046780,79.015188,-69.318309
179114436,79.204214,-69.497611
179119903,79.058159,-70.326368
179120455,79.010697,-70.456318
179122049,78.964236,-70.933338
179123560,79.215072,-71.605152
179124163,79.455951,-71.923697
179125917,79.271079,-71.075057
179126254,79.281223,-70.943925
179126588,79.256160,-70.829373
179200310,79.534760,-70.511491
179201107,79.273488,-70.323067
179201407,79.317337,-70.259790
179206253,79.507638,-69.560490
179209305,79.549729,-69.217576
179209402,79.522271,-69.205951
179213889,79.345992,-68.471958
179213914,79.513570,-68.465737
179214048,79.549925,-68.426762
179214268,79.399222,-68.363094
179214292,79.508712,-68.355411
179214959,79.292619,-68.134655
179232118,79.326295,-67.922601
179232256,79.295974,-67.872746
179234579,79.297317,-66.593254
179234597,79.454001,-66.581220
179239996,79.771329,-67.323435
179241385,79.685908,-67.659444
179243106,79.676580,-68.035329
179244391,79.635606,-68.225772
179246025,79.593666,-68.467115
179246484,79.720474,-68.570362
179246511,79.794792,-68.581024
179247336,79.775377,-68.763494
179304342,79.774345,-69.156072
179304753,79.715546,-69.201679
179304899,79.546112,-69.218559
179305059,79.676672,-69.236297
179305185,79.559822,-69.250319
179305195,79.569528,-69.251570
179306195,79.604889,-69.360696
179308757,79.765892,-69.637928
179308923,79.824084,-69.653946
179309775,79.826180,-69.752851
179312477,79.673589,-70.131570
179315999,79.767491,-71.067841
179317684,79.768154,-71.895597
179369863,80.123186,-71.533701
179369970,79.984347,-71.485296
179376451,79.965883,-69.885701
179380521,79.987304,-69.444259
179381410,79.922788,-69.344881
179381768,79.885162,-69.296924
179382779,79.902606,-69.182465
179436383,79.946025,-68.470984
179437721,80.017627,-67.975189
179438607,79.892121,-67.532032
179438938,80.023820,-67.352950
179439249,80.049431,-67.187369
179439290,80.043912,-67.161164
179439373,80.097683,-67.113958
179439879,80.100754,-66.838302
179440289,80.011421,-66.615689
179440946,79.988314,-66.232426
179441193,80.001533,-66.057801
179508816,80.282586,-69.460464
179512164,80.211499,-69.802028
179516259,80.371936,-70.441211
179516800,80.419671,-70.573540
179517557,80.403252,-70.783407
179518944,80.156473,-71.270762
179574710,80.366371,-71.938648
179575669,80.605413,-71.506502
179579984,80.660145,-70.265240
179582003,80.451092,-69.988235
179583882,80.546277,-69.764546
179634514,80.690247,-68.830113
179635081,80.527713,-68.712101
179637027,80.534516,-68.074471
179637063,80.694718,-68.065425
179637067,80.749171,-68.064225
179637336,80.498942,-67.960190
179637387,80.571863,-67.949164
179637488,80.515814,-67.924683
179637675,80.580258,-67.858706
179637810,80.686054,-67.801896
179638714,80.650943,-67.357962
179639063,80.734310,-67.190514
179639066,80.752765,-67.189459
179641113,80.749967,-66.023222
220389296,67.983135,-59.874852
220389297,67.985953,-59.873952
220392279,68.095861,-59.968915
220392350,68.466244,-59.629286
220395316,68.510570,-59.809874
220398261,68.965182,-59.255917
220398321,69.062167,-59.459369
220398365,69.055474,-59.612615
220398450,69.302474,-59.852409
220398548,69.241365,-59.525509
220398575,69.130226,-59.428474
220401375,69.339385,-59.301251
220401810,69.725319,-58.980578
220404668,69.748637,-59.503406
220404695,69.880239,-59.589371
220404696,69.853637,-59.590417
220404759,69.861553,-59.905197
220404995,70.010120,-59.157957
220405048,70.075824,-58.943912
220405105,70.060925,-58.684292
220407801,70.325461,-58.902363
220407807,70.231267,-58.915248
220408010,70.307798,-59.596029
220408144,70.492730,-59.820665
220408233,70.442325,-59.487260
220408507,70.557680,-58.460637
220411049,70.723924,-58.487519
220411074,70.626240,-58.557316
220411221,70.711359,-59.033504
220411238,70.627927,-59.103484
220411388,70.630941,-59.752053
220411489,70.796060,-59.770881
220411510,70.882230,-59.686593
220411786,70.863500,-58.789543
220411866,70.814770,-58.493800
220414387,71.145796,-58.225544
220414672,71.025657,-59.295908
220414682,71.111876,-59.321777
220414767,71.132942,-59.618655
220414802,71.088258,-59.732733
220414891,71.361378,-59.812974
220415049,71.235849,-59.319532
220415275,71.196318,-58.600041
220415378,71.349941,-58.155910
220417767,71.450336,-58.087031
220418041,71.518368,-59.036953
220418097,71.456443,-59.214994
220418318,71.519343,-59.976588
220418403,71.773043,-59.631588
220418532,71.778598,-59.137087
220418709,71.618123,-58.508217
220421115,71.859307,-58.142861
220421168,71.893297,-58.292242
220421191,71.953191,-58.361370
220421985,72.017292,-58.732081
220421994,72.095762,-58.687631
220421998,72.113967,-58.663959
220422151,72.022838,-58.165105
220422217,72.009395,-57.884535
220422226,72.095747,-57.872529
220424856,72.413234,-59.044129
220425201,72.451316,-59.653901
220425626,72.549709,-58.105534
220428118,72.642289,-58.148758
220428286,72.643311,-58.764679
220428348,72.766270,-59.002628
220428553,72.664800,-59.718900
220428876,73.009595,-59.063125
220428894,72.912423,-59.010323
220428962,72.924199,-58.791376
220429097,72.905600,-58.314400
220429118,72.917143,-58.270547
220429292,72.856491,-57.702090
220431435,73.214246,-57.456566
220431469,73.223313,-57.584466
220431908,73.104254,-59.140309
220432160,73.369207,-59.941679
220432478,73.252275,-58.902247
220432563,73.432484,-58.606877
220432574,73.382530,-58.559591
220435095,73.641434,-57.513549
220435354,73.503120,-58.395523
220435758,73.572455,-59.861921
220435980,73.700786,-59.298968
220436113,73.839615,-58.878708
220436129,73.724510,-58.837590
220436223,73.720985,-58.547653
220436250,73.717223,-58.434580
220436467,73.738654,-57.663570
220436535,73.830851,-57.426359
220438947,74.002654,-58.459343
220453880,74.082014,-59.092115
220453894,74.105801,-59.063174
220453989,74.250191,-58.717595
220454507,74.116185,-57.172099
220456530,74.283953,-57.054062
220456692,74.337418,-57.640158
220456828,74.281143,-58.069637
220457024,74.280611,-58.732582
220457102,74.342737,-58.967185
220457103,74.308299,-58.967726
220457174,74.434022,-59.226967
220457229,74.290729,-59.435546
220457593,74.652786,-59.227328
220457739,74.566180,-58.708692
220457904,74.508239,-58.208234
220457967,74.492201,-57.967423
220458085,74.579784,-57.625070
220458134,74.668899,-57.427429
220458139,74.660345,-57.407307
220458218,74.523596,-57.166758
220460183,74.734959,-57.001873
220460307,74.815928,-57.422874
220460717,74.768123,-58.666726
220460836,74.848831,-59.114706
220460948,74.793302,-59.509142
220461599,74.916625,-58.237811
220461732,74.974366,-57.777483
220471131,75.057019,-57.607783
220471204,75.095214,-57.364857
220473234,75.167302,-56.990225
220473309,75.196375,-57.257070
220473410,75.110201,-57.597502
220473495,75.296359,-57.905264
220473632,75.171057,-58.328553
220473692,75.104730,-58.501642
220473814,75.184372,-58.984124
220473997,75.243601,-59.574603
220474002,75.145026,-59.583091
220474209,75.384919,-59.512804
220474754,75.344026,-57.740416
220474892,75.407196,-57.280492
220474943,75.316176,-57.154965
220474952,75.364094,-57.133488
220476782,75.604552,-56.660499
220477003,75.572265,-57.353541
220477393,75.545432,-58.617311
220477510,75.532967,-59.000183
220477676,75.687943,-59.553024
220477688,75.704501,-59.599774
220477951,75.744539,-59.423524
220478211,75.828499,-58.518890
220478230,75.874290,-58.446266
220478259,75.791589,-58.340020
220478335,75.857618,-58.103205
220478453,75.798348,-57.778114
220478522,75.804402,-57.574179
220478686,75.820540,-57.018187
220478810,75.927741,-56.658024
220480450,75.950010,-56.604170
220480647,76.073152,-57.116053
220481179,75.962842,-58.835361
220481181,75.975327,-58.843922
220481232,75.958526,-59.004000
220481259,76.101473,-59.101012
220481295,76.047085,-59.224771
231071856,67.555784,-71.717735
231072082,67.531107,-71.269730
231072507,67.400021,-70.565825
231072603,67.511447,-70.390987
231072666,67.558327,-70.266185
231073416,67.537870,-68.992311
231073505,67.497212,-68.859265
231073821,67.376776,-68.250511
231074032,67.546744,-67.877550
231074610,67.418565,-66.734492
231074635,67.410761,-66.693230
231074771,67.413950,-66.427480
231074806,67.591247,-66.342555
231075036,67.691862,-66.094109
231075166,67.725690,-66.382818
231075361,67.717290,-66.831361
231075447,67.862746,-66.979083
231075517,67.883322,-67.141054
231075681,67.703276,-67.423713
231076815,67.675135,-69.420808
231077009,67.771821,-69.739838
231077147,67.773493,-69.931911
231077422,67.719372,-70.418862
231077890,67.831175,-71.233189
231077932,67.698395,-71.316444
231078132,67.643444,-71.691061
231079905,68.164003,-69.367460
231080535,68.158552,-68.374385
231080784,68.046198,-67.981255
231081110,67.949106,-67.414322
231081344,68.114833,-66.956351
231081369,68.073652,-66.916366
231081517,67.995784,-66.641998
231081634,68.075512,-66.383732
231082842,68.418749,-67.831950
231083835,68.411359,-69.228262
231084328,68.333696,-69.857263
231085102,68.243130,-70.896950
231085736,68.268733,-71.875154
231088021,68.721251,-69.083257
231089264,68.659389,-67.423981
231089348,68.602480,-67.292733
231089744,68.673921,-66.560607
231089952,68.606877,-66.193177
231090149,69.106211,-66.080304
231090465,69.023131,-66.637060
231090582,69.085204,-66.779781
231090719,69.081971,-67.013312
231090784,68.939333,-67.114722
231091439,68.887387,-68.103560
231091557,68.946501,-68.237915
231091948,69.057575,-68.694275
231092618,69.091583,-69.464740
231093356,68.973930,-70.228255
231094355,68.853831,-71.484894
231094769,69.369554,-71.755771
231095606,69.335521,-70.695050
231096895,69.329398,-69.357045
231097055,69.387833,-69.187499
231097084,69.248690,-69.159954
231097153,69.118897,-69.077939
231097186,69.152661,-69.044448
231098372,69.378602,-67.707636
231098460,69.287816,-67.594756
231098685,69.168108,-67.233317
231098788,69.359582,-67.079466
231098859,69.188535,-66.956173
231099155,69.402169,-66.465317
231099187,69.122027,-66.408284
231099372,69.301231,-66.125050
231099378,69.413802,-66.120024
231120886,69.511947,-67.120931
231121076,69.538802,-67.344393
231122278,69.555014,-68.811658
231123287,69.660195,-69.755727
231123352,69.434746,-69.824801
231124605,69.486471,-71.081008
231738305,67.277181,-72.540339
231738664,67.377211,-73.246213
231739077,67.050940,-74.047667
231739170,67.378364,-74.236135
231739221,67.177965,-74.325150
231739364,67.071900,-74.609261
231739392,67.101918,-74.689065
231739433,67.384185,-74.778992
231739493,67.301777,-74.922107
231739511,67.023161,-74.974603
231739745,67.340370,-75.625596
231740940,78.331345,-66.218551
231741055,78.163336,-66.287117
231741096,78.088795,-66.307708
231742691,78.075105,-67.094888
231742782,78.083282,-67.132291
231742789,78.095248,-67.133991
231743104,78.184459,-67.266040
231744384,78.222122,-67.743425
231744905,78.322962,-67.928801
231744961,78.099439,-67.947836
231746897,78.192712,-68.437141
231796489,78.287593,-69.872258
231796533,78.143489,-69.879001
231799463,78.255510,-70.461624
231801171,78.124518,-70.945032
231801630,78.198224,-71.118387
231801661,78.253183,-71.130129
231801885,78.320086,-71.222453
231802260,78.097536,-71.404748
238230686,59.521505,-72.307091
25063296,60.067349,-71.231812
25063314,59.894898,-71.168621
25063396,60.004041,-70.940354
25063656,59.952738,-70.072557
25063680,59.950237,-69.985463
25063986,60.079033,-68.967003
25063999,60.110298,-68.935665
25064373,59.906064,-67.707261
25064377,59.966650,-67.689345
25064731,59.924354,-66.627773
25064848,59.905292,-66.247444
25065206,60.428019,-66.663456
25065290,60.389231,-66.893015
25065357,60.211335,-67.148474
25065358,60.324885,-67.150305
25065471,60.307868,-67.557107
25077654,60.339960,-67.703300
25077712,60.368631,-67.904685
25078120,60.167845,-69.289827
25078425,60.333860,-70.295475
25078491,60.427856,-70.500241
25078674,60.182007,-71.166798
25078884,60.314402,-71.876393
25078924,60.930897,-65.972856
25079777,60.954965,-68.572315
25080230,60.823273,-70.069771
25080362,60.820518,-70.503260
25080437,60.820726,-70.761512
25080787,61.194167,-71.880451
25080811,61.118271,-71.815815
25080867,61.088181,-71.559233
25081005,61.164793,-71.144029
25081091,61.058796,-70.876011
25081173,61.218536,-70.548434
25081331,61.238267,-69.952677
25081407,61.330302,-69.721903
25081575,61.302810,-69.111974
25081629,61.185769,-68.905533
25081729,61.226509,-68.538461
25115881,61.130269,-67.546510
25115973,61.292546,-67.306712
25115993,61.114857,-67.251773
25116013,61.113389,-67.170304
25116119,61.277122,-66.805930
25116309,61.078420,-66.132299
25116346,61.096847,-66.016601
25116423,61.502342,-66.082573
25116563,61.505384,-66.554337
25116994,61.426684,-68.298378
25117096,61.495286,-68.685915
25117242,61.638436,-69.270224
25117273,61.388017,-69.400478
25117406,61.512608,-69.871308
25117424,61.624855,-69.968338
25117492,61.583572,-70.244786
25117645,61.416554,-70.854776
25117741,61.594694,-71.216316
25117756,61.475818,-71.269263
25118084,61.745620,-71.563429
25118098,61.790954,-71.513610
25118739,61.868621,-69.257710
25118795,61.935381,-69.053562
25118964,61.932251,-68.419778
25119575,61.753012,-66.302438
25131718,62.150494,-66.559726
25131905,61.994402,-67.236179
25132222,62.001324,-68.360994
25132229,62.047789,-68.388922
25132265,62.141699,-68.512100
25132314,62.127801,-68.702238
25132325,62.224073,-68.744693
25132694,61.984383,-70.225564
25132696,62.046977,-70.239901
25132720,61.987008,-70.303666
25132754,62.136750,-70.434368
25132832,62.137120,-70.692070
25132893,62.040288,-70.980829
25132948,62.128751,-71.237859
25132999,62.029580,-71.450237
25133016,62.201426,-71.501634
25133052,62.139676,-71.639847
25133068,62.085442,-71.698268
25133158,62.324216,-71.792040
25133286,62.297486,-71.294876
25133604,62.330206,-70.004233
25133636,62.467233,-69.856133
25133966,62.544156,-68.699528
25134011,62.495517,-68.503831
25134376,62.496801,-67.327840
25134377,62.515023,-67.326090
25134442,62.336527,-67.105262
25134567,62.421431,-66.622925
25152810,63.083542,-71.489042
25153007,62.864875,-70.738422
25153041,63.141538,-70.638839
25153109,63.016922,-70.388987
