# time[BJD] normflux normfluxerr quarter
2455141.487145 1.003107 0.000365 3
2455141.507577 1.002135 0.000365 3
2455141.528010 1.003050 0.000365 3
2455141.548442 1.002606 0.000365 3
2455141.568875 1.003000 0.000365 3
2455141.589308 1.003271 0.000365 3
2455141.609740 1.002833 0.000365 3
2455141.630173 1.002630 0.000365 3
2455141.650606 1.003166 0.000365 3
2455141.671038 1.003226 0.000365 3
2455141.691471 1.002319 0.000365 3
2455141.711904 1.003034 0.000365 3
2455141.732336 1.002251 0.000365 3
2455141.752769 1.003078 0.000365 3
2455141.773201 1.003800 0.000365 3
2455141.793634 1.002968 0.000365 3
2455141.814067 1.003290 0.000365 3
2455141.834499 1.003556 0.000365 3
2455141.854932 1.004698 0.000365 3
2455141.875365 1.004024 0.000365 3
2455141.895797 1.003607 0.000365 3
2455141.916230 1.002944 0.000365 3
2455141.936662 1.002582 0.000365 3
2455141.957095 1.003137 0.000365 3
2455141.977528 1.002879 0.000365 3
2455141.997960 1.003548 0.000365 3
2455142.018393 1.002926 0.000365 3
2455142.038826 1.003353 0.000365 3
2455142.059258 1.004369 0.000365 3
2455142.079691 1.002893 0.000365 3
2455142.100123 1.004015 0.000365 3
2455142.120556 1.003363 0.000365 3
2455142.140989 1.002932 0.000365 3
2455142.161421 1.003322 0.000365 3
2455142.181854 1.004176 0.000365 3
2455142.202287 1.003079 0.000365 3
2455142.222719 1.003348 0.000365 3
2455142.243152 1.003765 0.000365 3
2455142.263585 1.003711 0.000365 3
2455142.284017 1.004135 0.000365 3
2455142.304450 1.004639 0.000365 3
2455142.324882 1.003863 0.000365 3
2455142.345315 1.003341 0.000365 3
2455142.365748 1.003605 0.000365 3
2455142.386180 1.003774 0.000365 3
2455142.406613 1.003917 0.000365 3
2455142.427046 1.003206 0.000365 3
2455142.447478 1.003769 0.000365 3
2455142.467911 1.004234 0.000365 3
2455142.488343 1.003236 0.000365 3
2455142.508776 1.003771 0.000365 3
2455142.529209 1.004119 0.000365 3
2455142.549641 1.003755 0.000365 3
2455142.570074 1.004041 0.000365 3
2455142.590507 1.004477 0.000365 3
2455142.610939 1.003874 0.000365 3
2455142.631372 1.003773 0.000365 3
2455142.651804 1.004282 0.000365 3
2455142.672237 1.004377 0.000365 3
2455142.692670 1.004144 0.000365 3
2455142.713102 1.003571 0.000365 3
2455142.733535 1.004939 0.000365 3
2455142.753968 1.005322 0.000365 3
2455142.774400 1.005195 0.000365 3
2455142.794833 1.004310 0.000365 3
2455142.815265 1.004318 0.000365 3
2455142.835698 1.003796 0.000365 3
2455142.856131 1.004296 0.000365 3
2455142.876563 1.004178 0.000365 3
2455142.896996 1.004626 0.000365 3
2455142.917429 1.004356 0.000365 3
2455142.937861 1.005174 0.000365 3
2455142.958294 1.005048 0.000365 3
2455142.978726 1.004222 0.000365 3
2455142.999159 1.004280 0.000365 3
2455143.019592 1.004851 0.000365 3
2455143.040024 1.004872 0.000365 3
2455143.060457 1.005212 0.000365 3
2455143.080890 1.004126 0.000365 3
2455143.101322 1.005373 0.000365 3
2455143.121755 1.003922 0.000365 3
2455143.142188 1.005360 0.000365 3
2455143.162620 1.004738 0.000365 3
2455143.183053 1.005069 0.000365 3
2455143.203485 1.005004 0.000365 3
2455143.223918 1.005695 0.000365 3
2455143.244351 1.004825 0.000365 3
2455143.264783 1.004507 0.000365 3
2455143.285216 1.005277 0.000365 3
2455143.305649 1.005488 0.000365 3
2455143.326081 1.005309 0.000365 3
2455143.346514 1.005547 0.000365 3
2455143.366946 1.005531 0.000365 3
2455143.387379 1.005951 0.000365 3
2455143.407812 1.005836 0.000365 3
2455143.428244 1.004995 0.000365 3
2455143.448677 1.005646 0.000365 3
2455143.469110 1.005659 0.000365 3
2455143.489542 1.006081 0.000365 3
2455143.509975 1.005785 0.000365 3
2455143.530407 1.005216 0.000365 3
2455143.550840 1.005701 0.000365 3
2455143.571273 1.005649 0.000365 3
2455143.591705 1.004814 0.000365 3
2455143.612138 1.005592 0.000365 3
2455143.632571 1.005112 0.000365 3
2455143.653003 1.005083 0.000365 3
2455143.673436 1.006123 0.000365 3
2455143.693869 1.004737 0.000365 3
2455143.714301 1.005135 0.000365 3
2455143.734734 1.005843 0.000365 3
2455143.755166 1.005924 0.000365 3
2455143.775599 1.005565 0.000365 3
2455143.796032 1.006091 0.000365 3
2455143.816464 1.005495 0.000365 3
2455143.836897 1.005962 0.000365 3
2455143.857329 1.005702 0.000365 3
2455143.877762 1.005992 0.000365 3
2455143.898195 1.005994 0.000365 3
2455143.918627 1.006153 0.000365 3
2455143.939060 1.005957 0.000365 3
2455143.959493 1.006296 0.000365 3
2455143.979925 1.007160 0.000365 3
2455144.000358 1.005949 0.000365 3
2455144.020791 1.006550 0.000365 3
2455144.041223 1.006224 0.000365 3
2455144.061656 1.006096 0.000365 3
2455144.082088 1.006395 0.000365 3
2455144.102521 1.006381 0.000365 3
2455144.122954 1.006146 0.000365 3
2455144.143386 1.007028 0.000365 3
2455144.163819 1.006179 0.000365 3
2455144.184252 1.005888 0.000365 3
2455144.204684 1.006179 0.000365 3
2455144.225117 1.005483 0.000365 3
2455144.245549 1.005661 0.000365 3
2455144.265982 1.007011 0.000365 3
2455144.286415 1.006425 0.000365 3
2455144.306847 1.007818 0.000366 3
2455144.327280 1.006503 0.000365 3
2455144.368145 1.005922 0.000365 3
2455144.388578 1.006481 0.000365 3
2455144.409011 1.006183 0.000365 3
2455144.429443 1.005865 0.000365 3
2455144.449876 1.005790 0.000365 3
2455144.470308 1.007329 0.000365 3
2455144.490741 1.006193 0.000365 3
2455144.511174 1.006406 0.000365 3
2455144.531606 1.006687 0.000365 3
2455144.552039 1.006585 0.000365 3
2455144.572472 1.007315 0.000365 3
2455144.592904 1.006409 0.000365 3
2455144.613337 1.006880 0.000365 3
2455144.633769 1.006828 0.000365 3
2455144.654202 1.005841 0.000365 3
2455144.674635 1.006530 0.000365 3
2455144.695067 1.006393 0.000365 3
2455144.715500 1.006397 0.000365 3
2455144.735933 1.006574 0.000365 3
2455144.756365 1.007195 0.000365 3
2455144.776798 1.006740 0.000365 3
2455144.797230 1.007029 0.000365 3
2455144.817663 1.006625 0.000365 3
2455144.838096 1.006921 0.000365 3
2455144.858528 1.006622 0.000365 3
2455144.878961 1.006354 0.000365 3
2455144.899394 1.006821 0.000365 3
2455144.919826 1.005708 0.000365 3
2455144.940259 1.006736 0.000365 3
2455144.960691 1.007497 0.000365 3
2455144.981124 1.006282 0.000365 3
2455145.001557 1.006698 0.000365 3
2455145.021989 1.006389 0.000365 3
2455145.042422 1.006600 0.000365 3
2455145.062855 1.005826 0.000365 3
2455145.083287 1.006414 0.000365 3
2455145.103720 1.006883 0.000365 3
2455145.124153 1.006718 0.000365 3
2455145.144585 1.007265 0.000365 3
2455145.165018 1.007053 0.000365 3
2455145.185450 1.006481 0.000365 3
2455145.205883 1.006447 0.000365 3
2455145.226316 1.006809 0.000365 3
2455145.246748 1.007317 0.000365 3
2455145.267181 1.006694 0.000365 3
2455145.287614 1.007159 0.000365 3
2455145.308046 1.006651 0.000365 3
2455145.328479 1.006342 0.000365 3
2455145.348911 1.006939 0.000365 3
2455145.369344 1.006814 0.000365 3
2455145.389777 1.006510 0.000365 3
2455145.410209 1.006985 0.000365 3
2455145.430642 1.007404 0.000365 3
2455145.451075 1.006533 0.000365 3
2455145.471507 1.006867 0.000365 3
2455145.491940 1.007432 0.000365 3
2455145.512373 1.006511 0.000365 3
2455145.532805 1.006743 0.000365 3
2455145.553238 1.006470 0.000365 3
2455145.573670 1.006427 0.000365 3
2455145.594103 1.007255 0.000365 3
2455145.614536 1.006636 0.000365 3
2455145.634968 1.010293 0.000368 3
2455145.655401 1.006732 0.000365 3
2455145.675834 1.006806 0.000365 3
2455145.696266 1.007218 0.000365 3
2455145.716699 1.006735 0.000365 3
2455145.737132 1.006812 0.000365 3
2455145.757564 1.006303 0.000365 3
2455145.777997 1.006942 0.000365 3
2455145.798429 1.006624 0.000365 3
2455145.818862 1.007252 0.000365 3
2455145.839295 1.006613 0.000365 3
2455145.859727 1.006472 0.000365 3
2455145.880160 1.005893 0.000365 3
2455145.900592 1.006844 0.000365 3
2455145.921025 1.006860 0.000365 3
2455145.941458 1.006626 0.000365 3
2455145.961890 1.006439 0.000365 3
2455145.982323 1.006361 0.000365 3
2455146.002756 1.007044 0.000365 3
2455146.023188 1.006146 0.000365 3
2455146.043621 1.006872 0.000365 3
2455146.064054 1.005888 0.000365 3
2455146.084486 1.004994 0.000365 3
2455146.104919 1.006660 0.000365 3
2455146.125352 1.006823 0.000365 3
2455146.145784 1.006139 0.000365 3
2455146.166217 1.005868 0.000365 3
2455146.186649 1.006316 0.000365 3
2455146.207082 1.006684 0.000365 3
2455146.227515 1.006303 0.000365 3
2455146.247947 1.005894 0.000365 3
2455146.268380 1.005146 0.000365 3
2455146.288812 1.005709 0.000365 3
2455146.309245 1.005952 0.000365 3
2455146.329678 1.006250 0.000365 3
2455146.350110 1.006965 0.000365 3
2455146.370543 1.005679 0.000365 3
2455146.390976 1.005711 0.000365 3
2455146.411408 1.006326 0.000365 3
2455146.431841 1.006347 0.000365 3
2455146.452273 1.005718 0.000365 3
2455146.472706 1.006066 0.000365 3
2455146.493139 1.005945 0.000365 3
2455146.513571 1.006608 0.000365 3
2455146.534004 1.005566 0.000365 3
2455146.554437 1.006055 0.000365 3
2455146.574869 1.006561 0.000365 3
2455146.595302 1.006044 0.000365 3
2455146.615735 1.007077 0.000365 3
2455146.636167 1.005967 0.000365 3
2455146.656600 1.005880 0.000365 3
2455146.677033 1.005937 0.000365 3
2455146.697465 1.005367 0.000365 3
2455146.717898 1.005841 0.000365 3
2455146.738330 1.005880 0.000365 3
2455146.758763 1.005351 0.000365 3
2455146.779196 1.005829 0.000365 3
2455146.799628 1.004402 0.000365 3
2455146.820061 1.005388 0.000365 3
2455146.840493 1.005955 0.000365 3
2455146.860926 1.005422 0.000365 3
2455146.881359 1.005909 0.000365 3
2455146.901791 1.005584 0.000365 3
2455146.922224 1.005125 0.000365 3
2455146.942657 1.005159 0.000365 3
2455146.963089 1.004924 0.000365 3
2455146.983522 1.005361 0.000365 3
2455147.003955 1.005086 0.000365 3
2455147.024387 1.005898 0.000365 3
2455147.044820 1.005855 0.000365 3
2455147.065252 1.005724 0.000365 3
2455147.085685 1.004901 0.000365 3
2455147.106118 1.005035 0.000365 3
2455147.126550 1.005334 0.000365 3
2455147.146983 1.005457 0.000365 3
2455147.167416 1.005615 0.000365 3
2455147.187848 1.005511 0.000365 3
2455147.208281 1.005276 0.000365 3
2455147.228714 1.004993 0.000365 3
2455147.249146 1.005453 0.000365 3
2455147.269579 1.005016 0.000365 3
2455147.290011 1.005914 0.000365 3
2455147.310444 1.004530 0.000365 3
2455147.351309 1.004902 0.000365 3
2455147.371742 1.005160 0.000365 3
2455147.392175 1.004836 0.000365 3
2455147.412607 1.005546 0.000365 3
2455147.433040 1.005133 0.000365 3
2455147.453473 1.004215 0.000365 3
2455147.473905 1.005035 0.000365 3
2455147.494338 1.003988 0.000365 3
2455147.514770 1.004459 0.000365 3
2455147.535203 1.005718 0.000365 3
2455147.555636 1.005174 0.000365 3
2455147.576068 1.005291 0.000365 3
2455147.596501 1.004269 0.000365 3
2455147.616934 1.004423 0.000365 3
2455147.637366 1.005035 0.000365 3
2455147.657799 1.005562 0.000365 3
2455147.678231 1.004800 0.000365 3
2455147.698664 1.005286 0.000365 3
2455147.719097 1.004623 0.000365 3
2455147.739529 1.004942 0.000365 3
2455147.759962 1.004989 0.000365 3
2455147.780395 1.004437 0.000365 3
2455147.800827 1.004309 0.000365 3
2455147.821260 1.004829 0.000365 3
2455147.841692 1.004576 0.000365 3
2455147.862125 1.004335 0.000365 3
2455147.882558 1.004992 0.000365 3
2455147.902990 1.004690 0.000365 3
2455147.923423 1.004099 0.000365 3
2455147.943856 1.004110 0.000365 3
2455147.964288 1.003906 0.000365 3
2455147.984721 1.003678 0.000365 3
2455148.005154 1.005254 0.000365 3
2455148.025586 1.004075 0.000365 3
2455148.046019 1.005021 0.000365 3
2455148.066451 1.004679 0.000365 3
2455148.086884 1.004534 0.000365 3
2455148.107317 1.003472 0.000365 3
2455148.127749 1.004073 0.000365 3
2455148.148182 1.004976 0.000365 3
2455148.168615 1.003958 0.000365 3
2455148.189047 1.004621 0.000365 3
2455148.209480 1.003646 0.000365 3
2455148.229913 1.004842 0.000365 3
2455148.250345 1.005054 0.000365 3
2455148.270778 1.004629 0.000365 3
2455148.291210 1.005289 0.000365 3
2455148.311643 1.003480 0.000365 3
2455148.332076 1.003479 0.000365 3
2455148.352508 1.004237 0.000365 3
2455148.372941 1.004478 0.000365 3
2455148.393374 1.004228 0.000365 3
2455148.413806 1.004182 0.000365 3
2455148.434239 1.004089 0.000365 3
2455148.454672 1.004169 0.000365 3
2455148.475104 1.003764 0.000365 3
2455148.495537 1.003575 0.000365 3
2455148.515969 1.004107 0.000365 3
2455148.536402 1.003597 0.000365 3
2455148.556835 1.003835 0.000365 3
2455148.577267 1.004099 0.000365 3
2455148.597700 1.003663 0.000365 3
2455148.618133 1.003141 0.000365 3
2455148.638565 1.003115 0.000365 3
2455148.658998 1.003659 0.000365 3
2455148.679430 1.002802 0.000365 3
2455148.699863 1.003422 0.000365 3
2455148.720296 1.003239 0.000365 3
2455148.740728 1.003511 0.000365 3
2455148.761161 1.003522 0.000365 3
2455148.781594 1.004145 0.000365 3
2455148.802026 1.003285 0.000365 3
2455148.822459 1.002960 0.000365 3
2455148.842892 1.002312 0.000365 3
2455148.863324 1.002510 0.000365 3
2455148.883757 1.002580 0.000365 3
2455148.904189 1.003373 0.000365 3
2455148.924622 1.003418 0.000365 3
2455148.945055 1.002932 0.000365 3
2455148.965487 1.003235 0.000365 3
2455148.985920 1.002616 0.000365 3
2455149.006353 1.003015 0.000365 3
2455149.026785 1.003494 0.000365 3
2455149.047218 1.003238 0.000365 3
2455149.067651 1.002478 0.000365 3
2455149.088083 1.002341 0.000365 3
2455149.108516 1.002169 0.000365 3
2455149.128948 1.003263 0.000365 3
2455149.149381 1.003317 0.000365 3
2455149.169814 1.002870 0.000365 3
2455149.190246 1.002307 0.000365 3
2455149.210679 1.002649 0.000365 3
2455149.231112 1.002115 0.000365 3
2455149.251544 1.003050 0.000365 3
2455149.271977 1.002076 0.000365 3
2455149.292409 1.002739 0.000365 3
2455149.312842 1.003102 0.000365 3
2455149.333275 1.002844 0.000365 3
2455149.353707 1.003023 0.000365 3
2455149.374140 1.002056 0.000365 3
2455149.394573 1.002325 0.000365 3
2455149.415005 1.002874 0.000365 3
2455149.435438 1.001575 0.000365 3
2455149.455871 1.002675 0.000365 3
2455149.476303 1.001970 0.000365 3
2455149.496736 1.002032 0.000365 3
2455149.517169 1.001695 0.000365 3
2455149.537601 1.001775 0.000365 3
2455149.558034 1.001379 0.000365 3
2455149.578466 1.001595 0.000365 3
2455149.598899 1.002113 0.000365 3
2455149.619332 1.002194 0.000365 3
2455149.639764 1.002199 0.000365 3
2455149.660197 1.002135 0.000365 3
2455149.680630 1.001966 0.000365 3
2455149.701062 1.001447 0.000365 3
2455149.721495 1.002339 0.000365 3
2455149.741927 1.001882 0.000365 3
2455149.762360 1.002498 0.000365 3
2455149.782793 1.001154 0.000365 3
2455149.803225 1.001499 0.000365 3
2455149.823658 1.001761 0.000365 3
2455149.844091 1.002669 0.000365 3
2455149.864523 1.002360 0.000365 3
2455149.884956 1.001824 0.000365 3
2455149.905388 1.001309 0.000365 3
2455149.925821 1.001644 0.000365 3
2455149.946254 1.002747 0.000365 3
2455149.966686 1.001842 0.000365 3
2455149.987119 1.001447 0.000365 3
2455150.007552 1.002483 0.000365 3
2455150.027984 1.001486 0.000365 3
2455150.048417 1.001350 0.000365 3
2455150.068850 1.001777 0.000365 3
2455150.089282 1.001285 0.000365 3
2455150.109715 1.001221 0.000365 3
2455150.130148 1.000854 0.000365 3
2455150.150580 1.000951 0.000365 3
2455150.171013 1.001371 0.000365 3
2455150.191446 1.001348 0.000365 3
2455150.211878 1.001454 0.000365 3
2455150.232311 1.001570 0.000365 3
2455150.252743 1.001892 0.000365 3
2455150.273176 1.000841 0.000365 3
2455150.293609 1.000929 0.000365 3
2455150.334474 1.000907 0.000365 3
2455150.354907 1.001574 0.000365 3
2455150.375339 1.001017 0.000365 3
2455150.395772 1.001461 0.000365 3
2455150.416205 1.000331 0.000365 3
2455150.436637 1.001025 0.000365 3
2455150.457070 1.000968 0.000365 3
2455150.477502 1.000654 0.000365 3
2455150.497935 1.001135 0.000365 3
2455150.518368 1.000309 0.000365 3
2455150.538800 1.000953 0.000365 3
2455150.559233 1.000350 0.000365 3
2455150.579666 1.000693 0.000365 3
2455150.600098 0.999951 0.000365 3
2455150.620531 1.000615 0.000365 3
2455150.640964 1.001062 0.000365 3
2455150.661396 1.000464 0.000365 3
2455150.681829 1.000325 0.000365 3
2455150.702261 1.000823 0.000365 3
2455150.722694 0.999908 0.000365 3
2455150.743127 0.999854 0.000365 3
2455150.763559 1.000107 0.000365 3
2455150.783992 1.000752 0.000365 3
2455150.804425 1.000227 0.000365 3
2455150.824857 1.000517 0.000365 3
2455150.845290 1.001006 0.000365 3
2455150.865722 1.000249 0.000365 3
2455150.886155 1.000400 0.000365 3
2455150.906588 1.000308 0.000365 3
2455150.927020 1.000207 0.000365 3
2455150.947453 0.999669 0.000365 3
2455150.967886 1.002486 0.000366 3
2455150.988318 0.999962 0.000365 3
2455151.008751 0.999767 0.000365 3
2455151.029184 0.999384 0.000365 3
2455151.049616 0.999456 0.000365 3
2455151.070049 0.999476 0.000365 3
2455151.090482 1.000089 0.000365 3
2455151.110914 0.999743 0.000365 3
2455151.131347 0.999520 0.000365 3
2455151.151780 0.999610 0.000365 3
2455151.172212 0.998790 0.000365 3
2455151.192645 0.998884 0.000365 3
2455151.213077 1.000204 0.000365 3
2455151.233510 0.999170 0.000365 3
2455151.253943 0.999842 0.000365 3
2455151.274375 0.999028 0.000365 3
2455151.294808 0.999997 0.000365 3
2455151.315241 0.999998 0.000365 3
2455151.335673 0.999268 0.000365 3
2455151.356106 0.999467 0.000365 3
2455151.376539 0.998984 0.000365 3
2455151.396971 0.999515 0.000365 3
2455151.417404 0.999135 0.000365 3
2455151.437836 0.999175 0.000365 3
2455151.458269 0.999053 0.000365 3
2455151.478702 0.999085 0.000365 3
2455151.499134 0.998445 0.000365 3
2455151.519567 0.998977 0.000365 3
2455151.540000 0.999693 0.000365 3
2455151.560432 0.999118 0.000365 3
2455151.580865 0.998573 0.000365 3
2455151.601297 0.998666 0.000365 3
2455151.621730 0.999583 0.000365 3
2455151.642163 0.998378 0.000365 3
2455151.662595 1.000090 0.000365 3
2455151.683028 0.998590 0.000365 3
2455151.703461 0.998854 0.000365 3
2455151.723893 0.999381 0.000365 3
2455151.744326 0.999088 0.000365 3
2455151.764759 0.998558 0.000365 3
2455151.785191 0.998639 0.000365 3
2455151.805624 0.999139 0.000365 3
2455151.826057 0.998858 0.000365 3
2455151.846489 0.998881 0.000365 3
2455151.866922 0.998859 0.000365 3
2455151.887355 0.998449 0.000365 3
2455151.907787 0.998246 0.000365 3
2455151.928220 0.997938 0.000365 3
2455151.948652 0.998627 0.000365 3
2455151.969085 0.998058 0.000365 3
2455151.989518 0.998633 0.000365 3
2455152.009950 0.998474 0.000365 3
2455152.030383 0.998149 0.000365 3
2455152.050816 0.998871 0.000365 3
2455152.071248 0.998649 0.000365 3
2455152.091681 0.998110 0.000365 3
2455152.112114 0.998082 0.000365 3
2455152.132546 0.998751 0.000365 3
2455152.152979 0.997994 0.000365 3
2455152.173412 0.997256 0.000365 3
2455152.193844 0.997507 0.000365 3
2455152.214277 0.998160 0.000365 3
2455152.234710 0.998592 0.000365 3
2455152.255142 0.998867 0.000365 3
2455152.275575 0.997128 0.000365 3
2455152.296007 0.997913 0.000365 3
2455152.316440 0.997908 0.000365 3
2455152.336873 0.997654 0.000365 3
2455152.357305 0.997569 0.000365 3
2455152.377738 0.998057 0.000365 3
2455152.398171 0.998648 0.000365 3
2455152.418603 0.997610 0.000365 3
2455152.439036 0.996713 0.000365 3
2455152.459469 0.996500 0.000365 3
2455152.479901 0.996647 0.000365 3
2455152.500334 0.997298 0.000365 3
2455152.520766 0.997516 0.000365 3
2455152.541199 0.997860 0.000365 3
2455152.561632 0.997953 0.000365 3
2455152.582064 0.997757 0.000365 3
2455152.602497 0.996424 0.000365 3
2455152.622930 0.997554 0.000365 3
2455152.643362 0.997791 0.000365 3
2455152.663795 0.997496 0.000365 3
2455152.684228 0.997141 0.000365 3
2455152.704660 0.996843 0.000365 3
2455152.725093 0.997598 0.000365 3
2455152.745525 0.998139 0.000365 3
2455152.765958 0.998248 0.000365 3
2455152.786391 0.997049 0.000365 3
2455152.806823 0.996737 0.000365 3
2455152.827256 0.996624 0.000365 3
2455152.847689 0.997453 0.000365 3
2455152.868121 0.996547 0.000365 3
2455152.888554 0.996610 0.000365 3
2455152.908987 0.997726 0.000365 3
2455152.929419 0.997208 0.000365 3
2455152.949852 0.997741 0.000365 3
2455152.970285 0.997608 0.000365 3
2455152.990717 0.997049 0.000365 3
2455153.011150 0.996877 0.000365 3
2455153.031583 0.997126 0.000365 3
2455153.052015 0.997716 0.000365 3
2455153.072448 0.997224 0.000365 3
2455153.092880 0.997021 0.000365 3
2455153.113313 0.996941 0.000365 3
2455153.133746 0.996693 0.000365 3
2455153.154178 0.997661 0.000365 3
2455153.174611 0.996871 0.000365 3
2455153.195044 0.996887 0.000365 3
2455153.215476 0.997271 0.000365 3
2455153.235909 0.996666 0.000365 3
2455153.256342 0.996721 0.000365 3
2455153.276774 0.997106 0.000365 3
2455153.317640 0.996411 0.000365 3
2455153.338072 0.996952 0.000365 3
2455153.358505 0.996417 0.000365 3
2455153.378938 0.996622 0.000365 3
2455153.399370 0.995790 0.000365 3
2455153.419803 0.996435 0.000365 3
2455153.440236 0.995608 0.000365 3
2455153.460668 0.996431 0.000365 3
2455153.481101 0.996739 0.000365 3
2455153.501533 0.996611 0.000365 3
2455153.521966 0.996966 0.000365 3
2455153.542399 0.996543 0.000365 3
2455153.562831 0.996407 0.000365 3
2455153.583264 0.996267 0.000365 3
2455153.603697 0.996304 0.000365 3
2455153.624129 0.996109 0.000365 3
2455153.644562 0.996847 0.000365 3
2455153.664995 0.996650 0.000365 3
2455153.685427 0.996327 0.000365 3
2455153.705860 0.996610 0.000365 3
2455153.726293 0.996097 0.000365 3
2455153.746725 0.996154 0.000365 3
2455153.767158 0.996638 0.000365 3
2455153.787591 0.996300 0.000365 3
2455153.808023 0.996269 0.000365 3
2455153.828456 0.996629 0.000365 3
2455153.848888 0.996457 0.000365 3
2455153.869321 0.997090 0.000365 3
2455153.889754 0.995522 0.000365 3
2455153.910186 0.995611 0.000365 3
2455153.930619 0.996158 0.000365 3
2455153.951052 0.995501 0.000365 3
2455153.971484 0.996611 0.000365 3
2455153.991917 0.996158 0.000365 3
2455154.012350 0.995778 0.000365 3
2455154.032782 0.995871 0.000365 3
2455154.053215 0.996342 0.000365 3
2455154.073648 0.996088 0.000365 3
2455154.094080 0.995499 0.000365 3
2455154.114513 0.997224 0.000365 3
2455154.134946 0.998292 0.000365 3
2455154.155378 0.995320 0.000365 3
2455154.175811 0.995476 0.000365 3
2455154.196244 0.996044 0.000365 3
2455154.216676 0.996649 0.000365 3
2455154.237109 0.995093 0.000365 3
2455154.257541 0.995978 0.000365 3
2455154.277974 0.995300 0.000365 3
2455154.298407 0.995922 0.000365 3
2455154.318839 0.994822 0.000365 3
2455154.339272 0.994753 0.000365 3
2455154.359705 0.995862 0.000365 3
2455154.380137 0.994878 0.000365 3
2455154.400570 0.994947 0.000365 3
2455154.421003 0.996171 0.000365 3
2455154.441435 0.993680 0.000365 3
2455156.546001 0.992843 0.000365 3
2455156.566434 0.992646 0.000365 3
2455156.586867 0.992930 0.000365 3
2455156.607299 0.992533 0.000365 3
2455156.627732 0.992677 0.000365 3
2455156.648165 0.992999 0.000365 3
2455156.668597 0.992998 0.000365 3
2455156.689030 0.992246 0.000365 3
2455156.709463 0.992048 0.000365 3
2455156.729895 0.992242 0.000365 3
2455156.750328 0.993003 0.000365 3
2455156.770761 0.992782 0.000365 3
2455156.791193 0.993357 0.000365 3
2455156.811626 0.993147 0.000365 3
2455156.832059 0.993213 0.000365 3
2455156.852491 0.992472 0.000365 3
2455156.872924 0.992357 0.000365 3
2455156.893357 1.050275 0.000368 3
2455156.913789 0.992568 0.000365 3
2455156.934222 0.991865 0.000365 3
2455156.954655 0.992113 0.000365 3
2455156.975087 0.992007 0.000365 3
2455156.995520 0.992688 0.000365 3
2455157.015953 0.991872 0.000365 3
2455157.036385 0.991394 0.000365 3
2455157.056818 0.992227 0.000365 3
2455157.077251 0.991649 0.000365 3
2455157.097683 0.991646 0.000365 3
2455157.118116 0.992371 0.000365 3
2455157.138549 0.992384 0.000365 3
2455157.158981 0.992161 0.000365 3
2455157.179414 0.992161 0.000365 3
2455157.199847 0.991843 0.000365 3
2455157.220279 0.991837 0.000365 3
2455157.240712 0.992297 0.000365 3
2455157.261145 0.992830 0.000365 3
2455157.281577 0.991969 0.000365 3
2455157.302010 0.991977 0.000365 3
2455157.322442 0.992077 0.000365 3
2455157.342875 0.991743 0.000365 3
2455157.363308 0.992865 0.000365 3
2455157.383740 0.991748 0.000365 3
2455157.404173 0.991724 0.000365 3
2455157.424606 0.991669 0.000365 3
2455157.465471 0.992081 0.000365 3
2455157.485904 0.992336 0.000365 3
2455157.506336 0.991983 0.000365 3
2455157.526769 0.991987 0.000365 3
2455157.547202 0.992558 0.000365 3
2455157.567634 0.992190 0.000365 3
2455157.588067 0.992292 0.000365 3
2455157.608500 0.992264 0.000365 3
2455157.628932 0.992237 0.000365 3
2455157.649365 0.991768 0.000365 3
2455157.669798 0.991849 0.000365 3
2455157.690230 0.992669 0.000365 3
2455157.710663 0.991895 0.000365 3
2455157.731096 0.992583 0.000365 3
2455157.751528 0.991739 0.000365 3
2455157.771961 0.992754 0.000365 3
2455157.792394 0.991428 0.000365 3
2455157.812826 0.991789 0.000365 3
2455157.833259 0.992559 0.000365 3
2455157.853692 0.991735 0.000365 3
2455157.874124 0.992186 0.000365 3
2455157.894557 0.992888 0.000365 3
2455157.914990 0.991578 0.000365 3
2455157.935422 0.992040 0.000365 3
2455157.955855 0.992081 0.000365 3
2455157.976288 0.991963 0.000365 3
2455157.996720 0.991004 0.000365 3
2455158.017153 0.992669 0.000365 3
2455158.037586 0.991940 0.000365 3
2455158.058018 0.991922 0.000365 3
2455158.078451 0.991916 0.000365 3
2455158.098884 0.991511 0.000365 3
2455158.119316 0.992177 0.000365 3
2455158.139749 0.992448 0.000365 3
2455158.160182 0.991174 0.000365 3
2455158.180614 0.991560 0.000365 3
2455158.201047 0.990926 0.000365 3
2455158.221480 0.991828 0.000365 3
2455158.241912 0.992092 0.000365 3
2455158.262345 0.991908 0.000365 3
2455158.282778 0.991798 0.000365 3
2455158.303210 0.991823 0.000365 3
2455158.323643 0.993414 0.000365 3
2455158.344076 0.991516 0.000365 3
2455158.364508 0.992335 0.000365 3
2455158.384941 0.991797 0.000365 3
2455158.405374 0.991889 0.000365 3
2455158.425806 0.992190 0.000365 3
2455158.446239 0.992200 0.000365 3
2455158.466672 0.991567 0.000365 3
2455158.487104 0.991977 0.000365 3
2455158.507537 0.991876 0.000365 3
2455158.527970 0.992419 0.000365 3
2455158.548402 0.992040 0.000365 3
2455158.568835 0.992196 0.000365 3
2455158.589268 0.991609 0.000365 3
2455158.609700 0.992354 0.000365 3
2455158.630133 0.992085 0.000365 3
2455158.650566 0.991544 0.000365 3
2455158.670998 0.992201 0.000365 3
